,trans_hour,trans_day,trans_month,trans_year,category,card_number,age,trans_amount,state,zip,fraud_risk
11044,0,26,1,2020,4,3530000000000000.0,29,311.17,22,49826,1
11045,1,26,1,2020,4,346000000000000.0,36,298.6,35,43076,1
11046,1,26,1,2020,8,346000000000000.0,36,888.17,35,43076,1
11047,6,26,1,2020,11,3560000000000000.0,60,1.52,4,94569,0
11048,9,26,1,2020,2,346000000000000.0,36,12.54,35,43076,1
11049,12,26,1,2020,7,2300000000000000.0,21,81.88,34,11217,0
11050,13,26,1,2020,6,5580000000000000.0,29,80.57,38,15480,0
11051,15,26,1,2020,1,4420000000000000.0,62,27.42,35,43330,0
11052,15,26,1,2020,0,3510000000000000.0,34,74.97,24,63010,0
11053,16,26,1,2020,10,4770000000000000.0,58,3.66,38,18917,0
11054,17,26,1,2020,0,3530000000000000.0,35,3.22,27,27258,0
11055,18,26,1,2020,8,4450000000000000.0,20,189.68,2,71960,0
11056,19,26,1,2020,0,6010000000000000.0,38,89.88,47,99323,0
11057,20,26,1,2020,9,343000000000000.0,32,7.42,6,6024,0
11058,21,26,1,2020,11,4070000000000000.0,39,2.73,49,25526,0
11059,22,26,1,2020,0,3500000000000000.0,20,80.39,47,99033,0
11060,22,26,1,2020,0,371000000000000.0,53,184.97,4,96135,0
11061,22,26,1,2020,11,3530000000000000.0,29,947.02,22,49826,1
11062,23,26,1,2020,11,346000000000000.0,36,818.58,35,43076,1
11063,23,26,1,2020,12,3530000000000000.0,29,833.54,22,49826,1
11064,23,26,1,2020,11,346000000000000.0,36,959.97,35,43076,1
11065,23,26,1,2020,1,3560000000000000.0,50,11.85,43,79759,0
11066,23,26,1,2020,4,3530000000000000.0,29,316.42,22,49826,1
11067,23,26,1,2020,11,3530000000000000.0,29,959.27,22,49826,1
11068,0,27,1,2020,3,346000000000000.0,36,9.51,35,43076,1
11069,0,27,1,2020,9,3550000000000000.0,86,9.27,21,4074,0
11070,2,27,1,2020,0,3540000000000000.0,42,455.12,45,24266,1
11071,2,27,1,2020,2,346000000000000.0,36,7.45,35,43076,1
11072,3,27,1,2020,8,3540000000000000.0,42,739.5,45,24266,1
11073,4,27,1,2020,0,4.41e+18,50,142.78,10,31329,0
11074,10,27,1,2020,0,2260000000000000.0,71,8.04,30,3753,0
11075,10,27,1,2020,2,6010000000000000.0,33,45.36,19,1535,0
11076,11,27,1,2020,2,4080000000000.0,54,64.43,13,83643,0
11077,12,27,1,2020,6,4680000000000.0,48,92.54,18,70531,0
11078,12,27,1,2020,11,4860000000000000.0,29,8.11,34,13755,0
11079,14,27,1,2020,0,4070000000000000.0,33,158.83,1,35554,0
11080,14,27,1,2020,1,343000000000000.0,57,43.33,27,27807,0
11081,15,27,1,2020,7,4340000000000000.0,25,14.21,34,13811,0
11082,18,27,1,2020,7,213000000000000.0,56,73.11,1,35901,0
11083,19,27,1,2020,7,6010000000000000.0,36,31.84,27,28405,0
11084,21,27,1,2020,11,377000000000000.0,45,8.08,24,63665,0
11085,22,27,1,2020,13,3540000000000000.0,42,12.29,45,24266,1
11086,22,27,1,2020,11,346000000000000.0,36,1024.32,35,43076,1
11087,22,27,1,2020,7,3540000000000000.0,42,19.13,45,24266,1
11088,22,27,1,2020,13,3540000000000000.0,42,9.97,45,24266,1
11089,23,27,1,2020,11,346000000000000.0,36,969.18,35,43076,1
11090,23,27,1,2020,10,3540000000000000.0,42,17.76,45,24266,1
11091,23,27,1,2020,0,346000000000000.0,36,472.51,35,43076,1
11092,23,27,1,2020,7,3540000000000000.0,42,21.46,45,24266,1
11093,23,27,1,2020,6,3540000000000000.0,42,240.94,45,24266,1
11094,23,27,1,2020,9,6010000000000000.0,24,148.12,23,55080,0
11095,0,28,1,2020,12,3540000000000000.0,42,729.0,45,24266,1
11096,1,28,1,2020,2,2280000000000000.0,50,82.63,15,47032,0
11097,4,28,1,2020,4,5460000000000000.0,58,163.28,32,87543,0
11098,10,28,1,2020,0,6530000000000000.0,83,6.46,34,11419,0
11099,11,28,1,2020,0,502000000000.0,61,30.71,4,96037,0
11100,11,28,1,2020,1,375000000000000.0,92,58.21,34,14522,0
11101,14,28,1,2020,5,630000000000.0,49,19.18,49,24927,0
11102,17,28,1,2020,7,6540000000000000.0,37,50.08,15,46322,0
11103,17,28,1,2020,6,377000000000000.0,53,160.36,49,25442,0
11104,19,28,1,2020,7,4.8e+18,28,27.62,15,47451,0
11105,21,28,1,2020,7,3540000000000000.0,42,20.82,45,24266,1
11106,22,28,1,2020,1,3540000000000000.0,42,131.09,45,24266,1
11107,23,28,1,2020,6,3540000000000000.0,42,248.23,45,24266,1
11108,0,29,1,2020,2,2270000000000000.0,47,86.68,1,35747,0
11109,0,29,1,2020,2,371000000000000.0,53,22.22,4,96135,1
11110,2,29,1,2020,4,4.65e+18,29,169.84,34,11796,0
11111,3,29,1,2020,4,371000000000000.0,53,321.77,4,96135,1
11112,4,29,1,2020,4,371000000000000.0,53,318.43,4,96135,1
11113,8,29,1,2020,8,3590000000000000.0,44,85.26,2,72011,0
11114,10,29,1,2020,4,4.11e+18,33,108.38,25,38778,0
11115,12,29,1,2020,1,3530000000000000.0,35,6.72,27,27258,0
11116,12,29,1,2020,6,375000000000000.0,43,19.18,23,56546,0
11117,13,29,1,2020,7,2250000000000000.0,59,95.24,35,44265,0
11118,15,29,1,2020,11,371000000000000.0,53,863.97,4,96135,1
11119,15,29,1,2020,13,213000000000000.0,35,7.19,40,29819,0
11120,18,29,1,2020,6,213000000000000.0,35,103.35,25,39073,0
11121,18,29,1,2020,11,371000000000000.0,53,1099.48,4,96135,1
11122,20,29,1,2020,5,630000000000.0,46,75.57,4,93627,0
11123,0,30,1,2020,4,371000000000000.0,53,361.11,4,96135,1
11124,1,30,1,2020,2,6010000000000000.0,62,20.86,46,5155,1
11125,8,30,1,2020,4,371000000000000.0,53,310.24,4,96135,1
11126,10,30,1,2020,4,630000000000.0,47,113.54,22,49895,0
11127,14,30,1,2020,0,6010000000000000.0,62,556.78,46,5155,1
11128,14,30,1,2020,13,3560000000000000.0,35,568.28,34,11964,0
11129,16,30,1,2020,13,504000000000.0,44,4.11,43,78248,0
11130,19,30,1,2020,5,2290000000000000.0,38,2.87,34,10039,0
11131,20,30,1,2020,5,36200000000000.0,43,7.54,32,87109,0
11132,20,30,1,2020,1,30300000000000.0,52,1.5,4,96103,0
11133,22,30,1,2020,11,6010000000000000.0,62,905.44,46,5155,1
11134,22,30,1,2020,8,6500000000000000.0,53,883.63,27,28412,1
11135,22,30,1,2020,11,6500000000000000.0,53,876.6,27,28412,1
11136,22,30,1,2020,8,371000000000000.0,53,681.11,4,96135,1
11137,22,30,1,2020,11,6010000000000000.0,62,994.99,46,5155,1
11138,22,30,1,2020,4,6010000000000000.0,62,326.04,46,5155,1
11139,22,30,1,2020,11,371000000000000.0,53,985.21,4,96135,1
11140,23,30,1,2020,0,6500000000000000.0,53,389.57,27,28412,1
11141,23,30,1,2020,8,6010000000000000.0,62,703.31,46,5155,1
11142,23,30,1,2020,11,371000000000000.0,53,1080.62,4,96135,1
11143,23,30,1,2020,4,6500000000000000.0,53,283.26,27,28412,1
11144,23,30,1,2020,8,6500000000000000.0,53,815.9,27,28412,1
11145,23,30,1,2020,12,6500000000000000.0,53,933.0,27,28412,1
11146,1,31,1,2020,4,344000000000000.0,70,277.95,40,29061,1
11147,3,31,1,2020,4,4610000000000.0,60,247.55,43,75238,1
11148,3,31,1,2020,2,4610000000000.0,60,6.65,43,75238,1
11149,3,31,1,2020,4,4990000000000.0,82,309.2,34,12575,1
11150,5,31,1,2020,4,60427851591.0,43,105.47,36,73624,0
11151,5,31,1,2020,2,180000000000000.0,26,67.54,14,61272,0
11152,13,31,1,2020,10,4.5e+18,93,7.45,2,72513,0
11153,13,31,1,2020,10,4470000000000000.0,92,8.96,4,93529,0
11154,14,31,1,2020,13,2240000000000000.0,39,7.62,50,82227,0
11155,17,31,1,2020,10,639000000000.0,28,8.72,34,13647,0
11156,18,31,1,2020,11,4870000000000000.0,45,186.47,47,98233,0
11157,18,31,1,2020,11,4990000000000.0,82,998.9,34,12575,1
11158,19,31,1,2020,9,344000000000000.0,70,7.25,40,29061,1
11159,22,31,1,2020,11,344000000000000.0,70,1001.9,40,29061,1
11160,22,31,1,2020,7,3560000000000000.0,64,93.7,4,92210,0
11161,22,31,1,2020,11,6500000000000000.0,53,936.55,27,28412,1
11162,22,31,1,2020,11,6500000000000000.0,53,1150.64,27,28412,1
11163,22,31,1,2020,4,344000000000000.0,70,281.93,40,29061,1
11164,22,31,1,2020,1,4.22e+18,45,60.67,35,45051,0
11165,22,31,1,2020,9,3600000000000000.0,34,246.85,16,67232,0
11166,22,31,1,2020,11,344000000000000.0,70,926.69,40,29061,1
11167,22,31,1,2020,11,4610000000000.0,60,1031.92,43,75238,1
11168,23,31,1,2020,12,4990000000000.0,82,856.92,34,12575,1
11169,23,31,1,2020,0,4610000000000.0,60,456.06,43,75238,1
11170,23,31,1,2020,12,6500000000000000.0,53,923.77,27,28412,1
11171,0,2,1,2020,2,4990000000000.0,82,18.5,34,12575,1
11172,2,2,1,2020,1,180000000000000.0,45,125.08,31,7060,1
11173,2,2,1,2020,2,4990000000000.0,82,18.12,34,12575,1
11174,2,2,1,2020,4,344000000000000.0,70,269.84,40,29061,1
11175,2,2,1,2020,4,4610000000000.0,60,284.66,43,75238,1
11176,2,2,1,2020,4,4990000000000.0,82,366.72,34,12575,1
11177,3,2,1,2020,4,180000000000000.0,45,352.33,31,7060,1
11178,3,2,1,2020,3,4990000000000.0,82,16.02,34,12575,1
11179,5,2,1,2020,9,3560000000000000.0,57,4.67,35,43767,0
11180,8,2,1,2020,4,4610000000000.0,60,263.99,43,75238,1
11181,8,2,1,2020,4,502000000000.0,57,143.03,38,16878,0
11182,12,2,1,2020,1,213000000000000.0,25,62.78,22,49775,0
11183,12,2,1,2020,7,4.21e+18,54,54.09,37,97452,0
11184,14,2,1,2020,11,344000000000000.0,70,1011.34,40,29061,1
11185,15,2,1,2020,7,3500000000000000.0,20,2.55,3,85086,0
11186,16,2,1,2020,7,4450000000000000.0,47,19.18,36,74536,0
11187,16,2,1,2020,5,2310000000000000.0,58,37.06,12,52572,0
11188,18,2,1,2020,9,4610000000000.0,60,7.77,43,75238,1
11189,22,2,1,2020,11,4990000000000.0,82,1101.56,34,12575,1
11190,22,2,1,2020,11,4990000000000.0,82,964.5,34,12575,1
11191,22,2,1,2020,12,344000000000000.0,70,1013.79,40,29061,1
11192,22,2,1,2020,10,180000000000000.0,45,18.58,31,7060,1
11193,22,2,1,2020,11,4990000000000.0,82,879.54,34,12575,1
11194,22,2,1,2020,12,4990000000000.0,82,748.92,34,12575,1
11195,23,2,1,2020,8,4990000000000.0,82,938.77,34,12575,1
11196,23,2,1,2020,5,344000000000000.0,70,19.62,40,29061,1
11197,23,2,1,2020,5,3600000000000000.0,46,77.24,38,16858,0
11198,23,2,1,2020,8,4610000000000.0,60,818.62,43,75238,1
11199,23,2,1,2020,11,344000000000000.0,70,946.12,40,29061,1
11200,0,2,2,2020,12,180000000000000.0,45,862.12,31,7060,1
11201,0,2,2,2020,4,6530000000000000.0,21,296.99,46,5461,1
11202,1,2,2,2020,4,2290000000000000.0,38,207.53,34,10039,0
11203,1,2,2,2020,4,6530000000000000.0,21,304.86,46,5461,1
11204,1,2,2,2020,8,180000000000000.0,45,736.61,31,7060,1
11205,1,2,2,2020,4,6530000000000000.0,21,286.36,46,5461,1
11206,1,2,2,2020,4,6530000000000000.0,21,282.42,46,5461,1
11207,2,2,2,2020,4,180000000000000.0,45,352.89,31,7060,1
11208,2,2,2,2020,0,180000000000000.0,45,498.19,31,7060,1
11209,3,2,2,2020,2,6530000000000000.0,21,8.75,46,5461,1
11210,3,2,2,2020,11,180000000000000.0,45,946.81,31,7060,1
11211,3,2,2,2020,4,180000000000000.0,45,320.52,31,7060,1
11212,4,2,2,2020,3,6500000000000000.0,32,48.65,43,79772,0
11213,5,2,2,2020,4,6010000000000000.0,77,112.12,22,48636,0
11214,8,2,2,2020,4,6530000000000000.0,21,322.33,46,5461,1
11215,10,2,2,2020,2,4.76e+18,33,68.3,2,72583,0
11216,11,2,2,2020,4,6530000000000000.0,21,315.26,46,5461,1
11217,12,2,2,2020,1,4.74e+18,28,34.3,11,96776,0
11218,13,2,2,2020,8,676000000000.0,32,3.87,16,66941,0
11219,13,2,2,2020,12,4720000000000000.0,47,6.45,26,59448,0
11220,14,2,2,2020,6,378000000000000.0,55,20.48,37,97403,0
11221,15,2,2,2020,1,6010000000000000.0,62,109.24,46,5155,0
11222,15,2,2,2020,5,3550000000000000.0,20,18.71,25,38761,0
11223,20,2,2,2020,6,4980000000000000.0,84,14.75,29,68881,0
11224,22,2,2,2020,11,6530000000000000.0,21,877.46,46,5461,1
11225,22,2,2,2020,6,180000000000000.0,45,245.73,31,7060,1
11226,22,2,2,2020,10,630000000000.0,84,45.04,37,97014,0
11227,22,2,2,2020,1,180000000000000.0,45,124.99,31,7060,1
11228,22,2,2,2020,5,180000000000000.0,45,20.8,31,7060,1
11229,22,2,2,2020,7,180000000000000.0,45,17.71,31,7060,1
11230,22,2,2,2020,11,6530000000000000.0,21,1202.36,46,5461,1
11231,23,2,2,2020,7,180000000000000.0,45,20.53,31,7060,1
11232,23,2,2,2020,11,3500000000000000.0,20,212.47,47,99033,0
11233,23,2,2,2020,11,6530000000000000.0,21,1026.35,46,5461,1
11234,23,2,2,2020,11,6530000000000000.0,21,1011.53,46,5461,1
11235,0,2,3,2020,9,2720000000000000.0,39,37.89,41,57756,0
11236,0,2,3,2020,4,6530000000000000.0,21,317.76,46,5461,1
11237,0,2,3,2020,4,4770000000000000.0,58,327.8,38,18917,1
11238,1,2,3,2020,3,3550000000000000.0,72,13.28,17,42273,1
11239,1,2,3,2020,4,370000000000000.0,68,272.83,18,70466,1
11240,1,2,3,2020,4,6530000000000000.0,21,303.74,46,5461,1
11241,1,2,3,2020,4,370000000000000.0,68,327.52,18,70466,1
11242,1,2,3,2020,2,6530000000000000.0,21,10.7,46,5461,1
11243,4,2,3,2020,3,3580000000000000.0,18,18.32,25,38677,0
11244,5,2,3,2020,8,4500000000000.0,54,481.51,20,21865,0
11245,11,2,3,2020,11,180000000000000.0,33,88.4,48,54559,0
11246,12,2,3,2020,0,3570000000000000.0,29,74.18,46,5486,0
11247,13,2,3,2020,11,4760000000000.0,34,5.22,43,75048,0
11248,14,2,3,2020,1,3530000000000000.0,22,25.28,40,29455,0
11249,15,2,3,2020,6,4460000000000.0,30,6.24,9,32323,0
11250,15,2,3,2020,1,375000000000000.0,52,163.02,49,26237,0
11251,15,2,3,2020,9,370000000000000.0,68,8.09,18,70466,1
11252,17,2,3,2020,7,3560000000000000.0,89,42.11,43,75661,0
11253,20,2,3,2020,10,4780000000000.0,58,51.47,16,67556,0
11254,22,2,3,2020,9,370000000000000.0,68,6.65,18,70466,1
11255,22,2,3,2020,8,4770000000000000.0,58,761.27,38,18917,1
11256,22,2,3,2020,11,6530000000000000.0,21,995.11,46,5461,1
11257,22,2,3,2020,12,370000000000000.0,68,988.01,18,70466,1
11258,22,2,3,2020,11,3550000000000000.0,72,1008.29,17,42273,1
11259,23,2,3,2020,13,4770000000000000.0,58,2.78,38,18917,1
11260,23,2,3,2020,10,4770000000000000.0,58,47.23,38,18917,1
11261,23,2,3,2020,11,4770000000000000.0,58,1072.86,38,18917,1
11262,23,2,3,2020,11,370000000000000.0,68,1045.75,18,70466,1
11263,23,2,3,2020,8,4770000000000000.0,58,924.21,38,18917,1
11264,0,2,4,2020,4,4770000000000000.0,58,335.13,38,18917,1
11265,0,2,4,2020,4,3550000000000000.0,72,331.73,17,42273,1
11266,1,2,4,2020,12,3590000000000000.0,84,2.85,23,55001,0
11267,1,2,4,2020,11,2230000000000000.0,35,78.75,48,53924,0
11268,3,2,4,2020,4,3550000000000000.0,72,306.63,17,42273,1
11269,4,2,4,2020,4,6010000000000000.0,23,73.98,38,17051,0
11270,12,2,4,2020,10,4610000000000000.0,35,11.87,36,73027,0
11271,19,2,4,2020,0,4600000000000.0,29,21.22,43,77338,0
11272,22,2,4,2020,11,370000000000000.0,69,1145.83,18,70466,1
11273,22,2,4,2020,10,4170000000000000.0,41,15.24,31,7750,0
11274,22,2,4,2020,11,370000000000000.0,69,893.46,18,70466,1
11275,23,2,4,2020,9,370000000000000.0,69,8.48,18,70466,1
11276,7,2,5,2020,4,2300000000000000.0,60,120.49,14,61830,0
11277,9,2,5,2020,12,3530000000000000.0,64,30.86,22,49632,0
11278,9,2,5,2020,4,6010000000000000.0,39,51.0,1,35229,0
11279,14,2,5,2020,10,3590000000000000.0,55,15.91,34,14479,0
11280,15,2,5,2020,6,4650000000000000.0,20,77.61,17,42171,0
11281,22,2,5,2020,6,30200000000000.0,43,97.9,43,75452,0
11282,1,2,6,2020,2,4.09e+18,74,74.05,27,28423,0
11283,1,2,6,2020,2,4380000000000000.0,20,49.92,30,3818,0
11284,5,2,6,2020,2,2260000000000000.0,24,40.33,43,78214,0
11285,14,2,6,2020,7,3580000000000000.0,53,30.03,2,71960,0
11286,0,2,7,2020,2,343000000000000.0,32,35.35,6,6024,0
11287,1,2,7,2020,3,4280000000000.0,32,79.18,38,15486,0
11288,1,2,7,2020,4,3600000000000000.0,34,287.52,16,67232,1
11289,2,2,7,2020,4,3600000000000000.0,34,306.43,16,67232,1
11290,2,2,7,2020,3,3600000000000000.0,34,9.47,16,67232,1
11291,2,2,7,2020,11,373000000000000.0,35,890.66,22,48438,1
11292,2,2,7,2020,0,4840000000000000.0,65,34.42,15,47434,0
11293,2,2,7,2020,11,373000000000000.0,35,846.35,22,48438,1
11294,2,2,7,2020,4,3600000000000000.0,34,309.99,16,67232,1
11295,2,2,7,2020,8,3600000000000000.0,34,785.08,16,67232,1
11296,3,2,7,2020,8,373000000000000.0,35,806.03,22,48438,1
11297,6,2,7,2020,4,30100000000000.0,26,212.38,42,37932,0
11298,8,2,7,2020,11,4.13e+18,71,1.61,43,75858,0
11299,14,2,7,2020,6,375000000000000.0,49,54.08,22,48174,0
11300,17,2,7,2020,7,3540000000000000.0,33,43.91,23,55046,0
11301,22,2,7,2020,1,374000000000000.0,49,50.16,7,20012,0
11302,22,2,7,2020,12,3600000000000000.0,34,899.05,16,67232,1
11303,22,2,7,2020,5,3600000000000000.0,34,22.9,16,67232,1
11304,23,2,7,2020,13,4690000000000.0,43,8.82,23,56117,0
11305,23,2,7,2020,5,373000000000000.0,35,20.94,22,48438,1
11306,0,2,8,2020,4,3600000000000000.0,34,252.79,16,67232,1
11307,0,2,8,2020,12,373000000000000.0,35,727.2,22,48438,1
11308,0,2,8,2020,4,2710000000000000.0,56,298.98,18,71232,1
11309,0,2,8,2020,2,4.38e+18,46,70.32,4,94619,0
11310,1,2,8,2020,4,180000000000000.0,53,127.98,17,40170,0
11311,1,2,8,2020,8,373000000000000.0,35,842.63,22,48438,1
11312,1,2,8,2020,4,4100000000000000.0,45,282.31,45,22968,1
11313,2,2,8,2020,4,4100000000000000.0,45,288.67,45,22968,1
11314,4,2,8,2020,3,371000000000000.0,43,49.62,38,15557,0
11315,5,2,8,2020,4,4460000000000.0,30,136.84,9,32323,0
11316,5,2,8,2020,11,373000000000000.0,35,921.14,22,48438,1
11317,10,2,8,2020,12,4330000000000000.0,53,32.29,50,83120,0
11318,13,2,8,2020,0,3520000000000000.0,49,15.98,1,36758,0
11319,16,2,8,2020,11,3500000000000000.0,21,83.49,47,99033,0
11320,19,2,8,2020,7,341000000000000.0,40,140.81,22,48088,0
11321,20,2,8,2020,6,30300000000000.0,58,25.2,44,84735,0
11322,20,2,8,2020,9,38500000000000.0,31,33.23,40,29320,0
11323,21,2,8,2020,13,4420000000000000.0,62,1.34,35,43330,0
11324,22,2,8,2020,12,4100000000000000.0,45,915.56,45,22968,1
11325,22,2,8,2020,12,2710000000000000.0,56,973.1,18,71232,1
11326,22,2,8,2020,6,373000000000000.0,35,217.24,22,48438,1
11327,22,2,8,2020,11,4100000000000000.0,45,1001.38,45,22968,1
11328,23,2,8,2020,11,3600000000000000.0,34,995.86,16,67232,1
11329,23,2,8,2020,6,180000000000000.0,48,13.65,1,36617,0
11330,23,2,8,2020,8,3600000000000000.0,34,839.31,16,67232,1
11331,23,2,8,2020,12,2710000000000000.0,56,962.61,18,71232,1
11332,0,2,9,2020,4,4100000000000000.0,45,282.31,45,22968,1
11333,0,2,9,2020,4,4100000000000000.0,45,281.57,45,22968,1
11334,0,2,9,2020,2,2710000000000000.0,56,9.89,18,71232,1
11335,2,2,9,2020,4,4100000000000000.0,45,299.61,45,22968,1
11336,3,2,9,2020,2,2710000000000000.0,56,6.26,18,71232,1
11337,3,2,9,2020,4,4100000000000000.0,45,274.28,45,22968,1
11338,3,2,9,2020,4,4100000000000000.0,45,337.11,45,22968,1
11339,10,2,9,2020,4,3570000000000000.0,30,92.53,44,84002,0
11340,10,2,9,2020,2,3500000000000000.0,20,64.14,3,85086,0
11341,12,2,9,2020,1,372000000000000.0,70,113.47,34,13425,0
11342,12,2,9,2020,0,3520000000000000.0,49,16.2,1,36758,0
11343,14,2,9,2020,13,5540000000000000.0,35,3.12,19,1843,0
11344,15,2,9,2020,9,375000000000000.0,49,1.98,22,48174,0
11345,16,2,9,2020,12,6540000000000000.0,43,50.24,2,72476,0
11346,16,2,9,2020,8,6530000000000000.0,22,5.3,46,5461,0
11347,17,2,9,2020,10,30200000000000.0,40,44.82,49,25213,0
11348,17,2,9,2020,0,3510000000000000.0,35,20.28,24,63010,0
11349,18,2,9,2020,6,5500000000000000.0,54,126.0,35,44223,0
11350,19,2,9,2020,9,2710000000000000.0,56,7.7,18,71232,1
11351,19,2,9,2020,7,6010000000000000.0,39,64.94,1,35229,0
11352,19,2,9,2020,0,3590000000000000.0,23,99.04,12,51006,0
11353,20,2,9,2020,13,4100000000000000.0,45,10.93,45,22968,1
11354,22,2,9,2020,12,4100000000000000.0,45,875.77,45,22968,1
11355,22,2,9,2020,13,2710000000000000.0,56,9.75,18,71232,1
11356,23,2,9,2020,12,2710000000000000.0,56,974.6,18,71232,1
11357,23,2,9,2020,12,4100000000000000.0,45,881.47,45,22968,1
11358,3,2,10,2020,4,4.13e+18,71,148.84,43,75858,0
11359,6,2,10,2020,2,4360000000000000.0,22,51.95,33,89512,0
11360,7,2,10,2020,2,4440000000000.0,60,53.39,4,92128,0
11361,7,2,10,2020,2,30400000000000.0,92,21.74,37,97476,1
11362,7,2,10,2020,4,30400000000000.0,92,304.91,37,97476,1
11363,10,2,10,2020,2,630000000000.0,50,43.64,49,24927,0
11364,12,2,10,2020,13,30500000000000.0,55,3.03,22,48154,0
11365,12,2,10,2020,12,6010000000000000.0,39,6.33,1,35229,0
11366,13,2,10,2020,7,3520000000000000.0,23,2.86,35,45150,0
11367,16,2,10,2020,12,4630000000000000.0,46,5.34,29,68031,0
11368,16,2,10,2020,1,4.81e+18,32,129.46,35,45307,0
11369,17,2,10,2020,13,4710000000000000.0,53,6.88,17,40820,0
11370,19,2,10,2020,0,3520000000000000.0,78,56.58,49,24983,0
11371,21,2,10,2020,7,6550000000000000.0,50,77.49,4,92637,0
11372,22,2,10,2020,4,30400000000000.0,92,301.08,37,97476,1
11373,22,2,10,2020,12,30400000000000.0,92,733.98,37,97476,1
11374,22,2,10,2020,11,30400000000000.0,92,1100.0,37,97476,1
11375,22,2,10,2020,13,3570000000000000.0,82,1.59,15,47838,0
11376,23,2,10,2020,8,30400000000000.0,92,709.61,37,97476,1
11377,23,2,10,2020,0,30400000000000.0,92,645.21,37,97476,1
11378,23,2,10,2020,6,6010000000000000.0,61,60.58,1,35803,0
11379,23,2,10,2020,8,30400000000000.0,92,764.72,37,97476,1
11380,1,2,11,2020,8,5000000000000000.0,49,739.44,23,55128,1
11381,1,2,11,2020,4,5000000000000000.0,49,349.58,23,55128,1
11382,1,2,11,2020,11,5000000000000000.0,49,718.89,23,55128,1
11383,2,2,11,2020,8,5000000000000000.0,49,895.96,23,55128,1
11384,2,2,11,2020,0,30100000000000.0,86,333.61,9,34112,0
11385,2,2,11,2020,4,5000000000000000.0,49,355.09,23,55128,1
11386,5,2,11,2020,9,374000000000000.0,50,7.95,7,20012,0
11387,10,2,11,2020,4,180000000000000.0,81,120.76,34,12222,0
11388,15,2,11,2020,7,2290000000000000.0,32,175.75,25,39439,0
11389,22,2,11,2020,0,30400000000000.0,92,584.94,37,97476,1
11390,22,2,11,2020,6,5000000000000000.0,49,248.97,23,55128,1
11391,22,2,11,2020,11,30400000000000.0,92,936.08,37,97476,1
11392,23,2,11,2020,13,30400000000000.0,92,3.1,37,97476,1
11393,23,2,11,2020,1,4.21e+18,38,45.96,10,31567,0
11394,0,2,12,2020,0,5000000000000000.0,49,457.21,23,55128,1
11395,1,2,12,2020,11,5000000000000000.0,49,942.21,23,55128,1
11396,1,2,12,2020,11,5000000000000000.0,49,1009.11,23,55128,1
11397,2,2,12,2020,11,5000000000000000.0,49,982.68,23,55128,1
11398,3,2,12,2020,4,5000000000000000.0,49,353.7,23,55128,1
11399,5,2,12,2020,8,30200000000000.0,40,4.25,49,25213,0
11400,11,2,12,2020,2,180000000000000.0,29,56.07,14,62661,0
11401,12,2,12,2020,6,4.74e+18,67,12.6,34,12910,0
11402,16,2,12,2020,12,4860000000000000.0,30,9.6,34,13755,0
11403,21,2,12,2020,1,30500000000000.0,65,45.14,15,47110,0
11404,23,2,12,2020,13,180000000000000.0,56,7.73,20,21102,0
11405,0,13,2,2020,11,4420000000000000.0,62,67.43,35,43330,0
11406,0,13,2,2020,3,38200000000000.0,31,53.67,30,3601,0
11407,2,13,2,2020,12,6570000000000000.0,51,4.62,36,74130,0
11408,3,13,2,2020,4,4660000000000000.0,71,300.43,9,32442,1
11409,6,13,2,2020,3,4.65e+18,29,113.23,34,11796,0
11410,9,13,2,2020,11,180000000000000.0,26,83.08,14,61272,0
11411,12,13,2,2020,12,38600000000000.0,29,8.5,43,79842,0
11412,14,13,2,2020,10,373000000000000.0,19,26.52,23,56668,0
11413,16,13,2,2020,7,4300000000000000.0,55,88.14,12,50421,0
11414,16,13,2,2020,0,6010000000000000.0,44,15.8,5,80120,0
11415,21,13,2,2020,11,3520000000000000.0,23,6.23,35,45150,0
11416,22,13,2,2020,8,4660000000000000.0,71,833.85,9,32442,1
11417,23,13,2,2020,8,4660000000000000.0,71,868.58,9,32442,1
11418,23,13,2,2020,8,4660000000000000.0,71,857.84,9,32442,1
11419,0,14,2,2020,2,5410000000000000.0,30,63.51,48,54229,0
11420,0,14,2,2020,4,4660000000000000.0,71,320.56,9,32442,1
11421,0,14,2,2020,4,630000000000.0,49,112.96,49,24927,0
11422,1,14,2,2020,4,213000000000000.0,64,343.12,37,97441,1
11423,1,14,2,2020,4,213000000000000.0,64,319.09,37,97441,1
11424,2,14,2,2020,4,213000000000000.0,64,296.72,37,97441,1
11425,3,14,2,2020,3,213000000000000.0,64,15.55,37,97441,1
11426,3,14,2,2020,4,4930000000000000.0,42,224.97,2,72529,0
11427,3,14,2,2020,4,4660000000000000.0,71,313.89,9,32442,1
11428,4,14,2,2020,2,375000000000000.0,52,51.01,49,26237,0
11429,12,14,2,2020,7,213000000000000.0,64,6.76,37,97441,1
11430,14,14,2,2020,11,213000000000000.0,64,932.73,37,97441,1
11431,15,14,2,2020,11,4660000000000000.0,71,1139.52,9,32442,1
11432,17,14,2,2020,12,4660000000000000.0,71,1013.9,9,32442,1
11433,18,14,2,2020,11,4480000000000.0,44,228.56,19,1545,0
11434,21,14,2,2020,7,4510000000000000.0,32,115.49,50,82072,0
11435,21,14,2,2020,11,4660000000000000.0,71,1036.15,9,32442,1
